Date,Open,High,Low,Close,vwap,SO,ROC_1,ROC_2,ROC_3,ROC_4,ROC_5,ROC_6,ROC_7,ROC_30,ROC_60,Momentum,Return,1 Day ROI,2 Day ROI,3 Day ROI,4 Day ROI,5 Day ROI,6 Day ROI,7 Day ROI,10 Day ROI,20 Day ROI,30 Day ROI,RSI_1,RSI_2,RSI_3,RSI_4,RSI_5,RSI_6,RSI_7,RSI_14,RSI_30,RSI_60,EMA_12,EMA_26,Up down,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SRSI_10,SRSI_14,SRSI_30,Williams_14,ATR_14,CCI,APO,Differenced,Previous_differenced,principalDf
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,354.82709200937836,0.0,-5.294123105105797,-6.987412297065932,-5.847840653152902,-7.227502264524121,-6.688615728115588,-5.573016632703909,-7.142426399591317,-15.680020884150792,-14.77388993479275,-23.444000244140625,-0.05294123105105797,-0.05294123105105793,-0.06987412297065936,-0.05847840653152906,-0.07227502264524117,-0.06688615728115593,-0.05573016632703912,-0.07142426399591319,-0.12733431561307731,-0.1121372097238713,-0.15680020884150792,5.6097678524321,10.29975573586347,13.350601105844063,15.738793801637925,17.914744898287054,20.0191159391115,22.06287582715653,32.532450874853865,32.89596154479224,19.950312022562002,351.9058648884013,359.94388318576296,0,-8.046846579603766,-3.6864601301596887,-4.360386449444078,-0.02262920291013667,-0.031426461624804974,0.030608972466765118,-100.0,11.29690744041278,-145.57852388956374,-8.646820459610353,-0.05294123105105793,-0.0178794521256519,-8.35320314896524
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,349.0373934637426,0.0,-2.227715381526163,-7.403900491902582,-9.05946802007971,-7.945282788961638,-9.294209466403325,-8.767327788255352,-7.676581065488319,-17.457561629623974,-18.308200871443013,-32.7659912109375,-0.02227715381526163,-0.022277153815261644,-0.07403900491902585,-0.09059468020079711,-0.07945282788961643,-0.09294209466403326,-0.08767327788255348,-0.07676581065488321,-0.14747997191141274,-0.13496905520827562,-0.1745756162962397,3.4693858974403895,7.456941031117026,10.373527401111517,12.766147095534976,14.974220733816779,17.119119639566563,19.212990300730212,30.310118068106902,32.045326028117515,19.779139898358167,346.9628089019646,356.96848450359994,0,-10.013835869302113,-4.522759535886428,-5.491076333415685,-0.02334718453904228,-0.0034985280937332433,-0.012601285121078776,-92.77952138280321,12.297586708774409,-155.6284220766373,-12.208244128104923,-0.022277153815261644,-0.05294123105105793,-8.898987038303806
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,343.16008741935264,0.0,-2.6205859280311383,-4.789922113752443,-9.830460845517496,-11.442642804022151,-10.357655754282968,-11.671232649036156,-11.158158358003101,-17.00488869483625,-20.061814498063125,-35.980010986328125,-0.026205859280311383,-0.026205859280311345,-0.04789922113752439,-0.09830460845517491,-0.11442642804022156,-0.10357655754282968,-0.11671232649036158,-0.111581583580031,-0.1395737629220053,-0.17280253643675547,-0.17004888694836254,1.8477088087699087,5.051526286782632,7.7301013947296155,10.039897530334116,12.208480182039324,14.333047576181457,16.424309390036044,27.956715867085265,31.089861395102304,19.582673456919608,341.4909915468546,353.5927446213889,1,-12.109296974454821,-5.294576512831309,-6.814720461623512,0.011506116151453267,-0.010125194809237958,0.023616465724760366,-90.44289983792623,13.25484451609407,-156.21143132799267,-15.893583835699587,-0.026205859280311345,-0.022277153815261644,-9.350222600648749
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,340.0662026847227,9.849048546151666,2.070351272228921,-0.6044899899030565,-2.8187390549443636,-7.963634644469709,-9.609194432662916,-8.50174433973594,-9.842516890441356,-16.47909154319326,-16.978676475570275,-33.78900146484375,0.020703512722289208,0.02070351272228921,-0.006044899899030579,-0.02818739054944366,-0.07963634644469708,-0.0960919443266292,-0.08501744339735937,-0.09842516890441354,-0.09759839092139748,-0.15352701041092925,-0.16479091543193253,42.90842840031361,30.808120541247447,26.85073198850013,25.36698262075471,24.997493007320358,25.25176091490144,25.88291133633163,32.29018931705208,32.685418315789704,20.20262954851931,337.85283701049957,350.9446144316969,1,-13.098752441545571,-5.027225583937646,-8.071526857607925,0.13826212100565938,-0.011195677127857635,0.037304702777215655,-81.6602999288625,13.056062187385695,-129.62415078361744,-18.751892285469296,0.02070351272228921,-0.026205859280311345,-6.614259403279819
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.95599365234375,337.69748623872056,29.137028940410264,3.8110032578725583,5.9602556845355315,3.1834761347607765,0.8848419657133233,-4.456125762342966,-6.164397887674456,-5.014742835626718,-7.792310242261847,-14.624234829828431,-15.389007568359375,0.03811003257872558,0.03811003257872552,0.05960255684535523,0.03183476134760775,0.008848419657133302,-0.04456125762342964,-0.06164397887674459,-0.05014742835626717,-0.0473748705691293,-0.12720906075342892,-0.07792310242261849,77.80260679303179,60.7870498029288,51.847908306689824,46.696122207395305,43.54106115307726,41.574771078734756,40.373153814788516,39.60347749244226,35.581272253374465,21.36067223858346,336.63793803232176,349.3899017813744,0,-12.758413578620946,-3.7495093768104173,-9.008904201810529,0.31543420642653164,0.15795098764220067,0.34953353240414464,-64.30197072582374,13.219388010317603,-85.30987754176651,-19.609065324832272,0.03811003257872552,0.02070351272228921,-2.517037380605493
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,336.14712625165106,14.830672705121332,-2.761885453548918,0.9438622597101709,3.033754796241106,0.3336667169286933,-1.9014818093735175,-7.094938126669881,-8.756029732664816,-8.552138125862918,-16.263526834558828,-6.219024658203125,-0.02761885453548918,-0.027618854535489186,0.00943862259710176,0.030337547962410956,0.0033366671692869727,-0.01901481809373521,-0.07094938126669886,-0.08756029732664819,-0.084629147261201,-0.1539954615316526,-0.0855213812586292,40.52966284453136,40.82552359966406,38.61204575537575,36.80458111984346,35.59581371885413,34.88780071533181,34.563197212889676,36.43162767132357,34.429803350192984,21.12617102431136,334.2079455751256,347.2753155057576,1,-13.073334783611188,-3.251544465440528,-9.82179031817066,0.21985876912089733,0.11818779307996734,0.3318761125130094,-76.86394541630608,12.930533411025257,-83.66221505472446,-20.127386239858765,-0.027618854535489186,0.03811003257872552,-4.5106040365969555
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,335.1497145403586,40.56379553047649,3.4418702333968154,0.5849242665416643,4.41821900726822,6.58004293292398,3.78702132573423,1.4749418876329967,-3.8972664567328508,-5.959998384709464,-7.402273451783148,12.1099853515625,0.034418702333968154,0.03441870233396805,0.005849242665416698,0.04418219007268212,0.0658004293292397,0.03787021325734223,0.014749418876330016,-0.03897266456732853,-0.05859161835220206,-0.12962777702636188,-0.05959998384709459,72.48094936682251,62.9440837140225,56.53836609631945,52.15593240223075,49.101582303164854,46.950691768009335,45.43729868640231,42.41913504284814,36.983395517303016,22.178696518504154,333.85072107558705,346.1353651963033,1,-12.290161030749914,-1.9746965700634043,-10.31546446068651,0.3072180450536943,0.2858457973851691,0.42984281986008355,-52.997372795858716,13.032064503096889,-60.07411727791674,-19.930738791441343,0.03441870233396805,-0.027618854535489186,-1.3379291037341285
2014-12-23,332.0169982910156,336.2869873046875,329.60198974609375,334.5719909667969,333.6625923856188,56.3262457426988,0.809315472578076,4.279041294319819,1.39897362171173,5.263291809884496,7.442611711060487,4.626985747851298,2.2961942931192247,-8.978082518419829,-6.634112425992667,23.175994873046875,0.00809315472578076,0.008093154725780764,0.04279041294319821,0.013989736217117318,0.052632918098844954,0.0744261171106048,0.046269857478512984,0.02296194293119227,-0.03685924143382082,-0.10783183847306159,-0.08978082518419823,78.18301688284905,67.39110748680055,60.29826311980118,55.44651235206775,52.03727133520624,49.6003106206664,47.84646468258699,43.79867555396632,37.594238922536675,22.4346527694275,333.96168567423473,345.2788189570806,0,-11.322236369659663,-0.8054175271785233,-10.51681884248114,0.3600451865089063,0.36664230121729413,0.2969836653342159,-46.88840903651532,12.185788910496472,-39.8920106892339,-19.908649933643858,0.008093154725780764,0.03441870233396805,-0.5234063278025881
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,331.2932606505625,27.06946372838715,-3.5980281403652503,-2.81783206623486,0.5270520440471049,-2.249389983238992,1.475888949090054,3.576796306953156,0.8624773582276646,-14.424743965567776,-7.12325526461205,4.691009521484375,-0.0359802814036525,-0.035980281403652475,-0.0281783206623486,0.0052705204404709695,-0.022493899832389905,0.014758889490900646,0.03576796306953158,0.008624773582276717,-0.08275126522301104,-0.127352536300332,-0.14424743965567777,27.362787561213878,37.2991873165959,39.74943760568283,40.02484319163812,39.71720445344685,39.32928337968286,39.02148060769825,39.279746232818624,35.979088893019735,22.10340543510189,332.20357966004957,343.59401729966953,0,-11.395158351126838,-0.7026716069165584,-10.69248674421028,0.25924312193349314,0.3293137621719785,0.09126483444801828,-67.96148454595186,12.345550747169858,-58.38643833390876,-20.335739526993166,-0.035980281403652475,0.008093154725780764,-3.879114486680451
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,330.14772485848766,18.499976265916672,-1.093218393697526,-4.65191222862188,-3.8802454014807974,-0.5719281795403042,-3.318017631893755,0.36653586593053955,2.4444757181229404,-15.010070000958587,-10.063606104513479,-10.947998046875,-0.01093218393697526,-0.010932183936975213,-0.04651912228621883,-0.03880245401480795,-0.005719281795403059,-0.033180176318937535,0.0036653586593054168,0.02444475718122931,-0.07626288355742818,-0.15349713072219767,-0.15010070000958584,19.816800949654905,31.18177572158946,35.08052908151308,36.32563582066321,36.665997973892225,36.73015725782657,36.75230110813808,38.04778933265354,35.517240413217195,22.006645900282436,330.1734898054987,341.7728305075065,1,-11.603708034439421,-0.7289770321833124,-10.874731002256109,0.2723057634991732,0.27217627634488006,0.07774839664457679,-69.89651109653472,11.461078062911795,-74.9147204112535,-20.527317340557374,-0.010932183936975213,-0.035980281403652475,-4.677650806153051
