Date,Open,High,Low,Close,vwap,SO,ROC_1,ROC_2,ROC_3,ROC_4,ROC_5,ROC_6,ROC_7,ROC_30,ROC_60,Momentum,Return,1 Day ROI,2 Day ROI,3 Day ROI,4 Day ROI,5 Day ROI,6 Day ROI,7 Day ROI,10 Day ROI,20 Day ROI,30 Day ROI,RSI_1,RSI_2,RSI_3,RSI_4,RSI_5,RSI_6,RSI_7,RSI_14,RSI_30,RSI_60,EMA_12,EMA_26,Up down,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SRSI_10,SRSI_14,SRSI_30,Williams_14,ATR_14,CCI,APO,Differenced,Previous_differenced,principalDf
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.871651637339,40.169194346541346,2.7949191706237997,1.671146206464047,-1.9870102446764237,-1.1937759534502268,2.2070060607513264,-0.6158343721484272,3.1716994177384494,-10.97971724701734,-7.10078825985947,7.081024169921875,0.027949191706237997,0.027949191706238077,0.016711462064640487,-0.019870102446764213,-0.011937759534502226,0.0220700606075133,-0.006158343721484225,0.03171699417738454,0.0026355843260085126,-0.12503433161346167,-0.10979717247017334,66.51608896534862,57.57415280693729,53.49657672596747,50.72142774724945,48.63884303204747,47.05277224024642,45.852015165998864,42.89974171246952,37.60987800967568,22.874604406730143,329.82741617857107,340.7469920425408,0,-10.923616562283314,-0.039108448021764275,-10.88450811426155,0.4596505353143419,0.33330407504376125,0.2368461247847281,-51.731706028096504,11.905867263898555,-49.22822971410793,-20.575174967447936,0.027949191706238077,-0.010932183936975213,-1.8321006156486739
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,325.89505232900115,11.102026390019212,-3.6779876512901266,-0.9858652626253961,-2.068305995934827,-5.59191590453747,-4.827856672588371,-1.5521550009164553,-4.271171711278521,-14.55541560891469,-11.675867418041685,-16.022979736328125,-0.036779876512901266,-0.036779876512901225,-0.009858652626253987,-0.020683059959348247,-0.055919159045374756,-0.04827856672588375,-0.01552155000916451,-0.04271171711278526,-0.012236673086209562,-0.15791198079457897,-0.14555415608914696,25.824615965671924,32.378171186309785,35.38952914720025,36.69375145527901,37.21781468561398,37.41814915821041,37.50899874888283,38.52657520768183,35.97781006146229,22.52978659411815,327.6790454729135,338.9037338610042,1,-11.228427128638714,-0.2751352115017305,-10.953291917136983,0.4247719558136606,0.2980346255851771,0.13620696104691357,-76.30387003111817,12.489219076628748,-70.17545236863107,-20.594239063752013,-0.036779876512901225,0.027949191706238077,-4.770957228105422
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,324.73872352391464,14.521867673705472,0.43563413611660273,-3.2583760849046906,-0.5545258921288987,-1.6416821067758547,-5.180642062963969,-4.413254328180338,-1.1232825818292769,-15.72810481041781,-5.468558322237527,-17.332977294921875,0.004356341361166027,0.004356341361166099,-0.03258376084904686,-0.005545258921289007,-0.016416821067758536,-0.051806420629639645,-0.04413254328180344,-0.011232825818292741,0.01876394575210235,-0.12342877168578824,-0.1572810481041781,34.91027293454346,37.08962001126079,38.55323844116592,39.095836850291995,39.17321319141437,39.07851566070282,38.957197816650115,39.28314846510173,36.30366803912083,22.665002550606346,326.0728867342922,337.29893977292056,0,-11.229512595849542,-0.2209765429700461,-11.008536052879496,0.49901789135454144,0.2739288375243572,0.07172642123090985,-72.66457157516675,12.017324827349082,-79.2571690849439,-18.948361127804446,0.004356341361166099,-0.036779876512901225,-4.182512733227398
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,323.15304098298145,3.7527383474719107,-1.4402390775512863,-1.0108791144981866,-4.651686756787599,-1.9867784710866143,-3.058277037096191,-6.546267509056392,-5.789931992305453,-16.73035687566954,-9.451059191226053,-9.863983154296875,-0.014402390775512863,-0.014402390775512905,-0.01010879114498185,-0.04651686756787593,-0.01986778471086611,-0.03058277037096191,-0.06546267509056389,-0.057899319923054575,-0.01627524860829188,-0.11228520145367435,-0.16730356875669544,19.25082619898585,27.53449368744903,31.684463698301556,33.77639903105883,34.848434555366865,35.43640970215043,35.80811088348186,37.63528028395204,35.68054999961787,22.53223967460329,324.010906225591,335.4745748584623,0,-11.466870031563246,-0.3666671829470012,-11.100202848616245,0.41137636664836985,0.28219394337111753,0.04871614596357039,-79.72946422156633,11.476347044379622,-77.08644642352724,-17.142834590031555,-0.014402390775512905,0.004356341361166099,-5.105857096044148
2014-12-30,312.718994140625,314.8089904785156,309.37298583984375,310.73699951171875,321.35421789437885,0.0,-0.6182281104684106,-2.0495632251843365,-1.6228576861179178,-5.241156832114613,-2.5927237585540386,-3.6575980192252833,-7.124024753597357,-17.80466399157109,-8.153207669097062,-8.27099609375,-0.006182281104684106,-0.00618228110468416,-0.020495632251843334,-0.016228576861179192,-0.052411568321146115,-0.02592723758554035,-0.03657598019225278,-0.07124024753597358,-0.05824714358992667,-0.10286256327046171,-0.17804663991571093,13.954442367990865,23.665448155546002,28.79094153388486,31.5091670550855,32.99887279680273,33.87796148664205,34.461217252617445,36.93300426503401,35.41480876006587,22.47561251219996,321.9687667311491,333.64216186981463,1,-11.67635779322552,-0.46092395568742006,-11.2154338375381,0.27477087150904744,0.3748561832304499,0.005399848661452259,-79.7067341471356,10.670968056951923,-85.30534578696685,-14.933635418231688,-0.00618228110468416,-0.014402390775512905,-5.36290132869287
2014-12-31,310.91400146484375,320.1929931640625,310.21099853515625,320.1929931640625,320.6733881390031,39.67273774847156,3.0430858466170996,2.406044524019202,0.9311526530097147,1.370843207942185,-2.357563887254599,0.3714632783246241,-0.7258160202573749,-15.570937708717237,-1.7056076539353038,-7.73101806640625,0.030430858466170996,0.030430858466170968,0.024060445240192078,0.009311526530097099,0.013708432079421854,-0.023575638872546,0.0037146327832462502,-0.007258160202573728,-0.0020258940438106364,-0.08648359161964239,-0.1557093770871724,76.69237826896638,62.41667232413628,55.37301783354949,51.44058714221195,48.914860217096646,47.14435852616781,45.84863897193821,42.55157938891853,37.75808242074833,23.43261926929884,321.6955707977512,332.64592715087,0,-10.953098194987888,0.2098685140401706,-11.162966709028058,0.44705610616753444,0.5060768816626373,0.10384816988376704,-50.20744912783779,10.5791049332125,-53.8848544081634,-12.558531932341737,0.030430858466170968,-0.00618228110468416,-1.6453176908478941
2015-01-01,320.43499755859375,320.43499755859375,314.00299072265625,314.2489929199219,320.6025721617889,14.734611568131623,-1.856380486469611,1.1302141083043615,0.5049986965099285,-0.9425135696096154,-0.5109853443397538,-4.170179017765163,-1.491812979958207,-17.5880857275711,-3.572657638772936,-1.614013671875,-0.01856380486469611,-0.01856380486469609,0.011302141083043695,0.005049986965099358,-0.009425135696096154,-0.005109853443397562,-0.041701790177651604,-0.014918129799582024,-0.05314172376885476,-0.10861968252341393,-0.17588085727571104,40.01376832649076,42.211644779371504,42.17707332480885,41.86727625659739,41.48188254631268,41.09736904561976,40.760800326087185,40.1429593027974,36.88873003399822,23.249204212770664,320.5499434319313,331.2831912819109,1,-10.73578544439141,0.3417450117093175,-11.077530456100728,0.2769972302907329,0.5253070448522152,0.04394176701452824,-74.65957435809955,10.0261585202425,-52.57728005454994,-11.539140554574828,-0.01856380486469609,0.030430858466170968,-3.5589643253850185
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,322.0318321242773,18.019781697128774,0.24917184690256278,-1.6118342171107303,1.3822021305745391,0.7554288579914248,-0.6956902011757582,-0.26308672905709374,-3.9313980829403183,-15.993705571661177,-3.822872932984478,-2.207000732421875,0.0024917184690256278,0.0024917184690255545,-0.016118342171107285,0.013822021305745402,0.007554288579914189,-0.006956902011757635,-0.0026308672905709348,-0.03931398082940313,-0.05840291044949698,-0.09310946490662197,-0.15993705571661174,46.726453990854,45.68586248796409,44.50016712899115,43.595786098437294,42.85459205499908,42.23606323118475,41.73423393520871,40.61738608795852,37.08591250694736,23.32957803705996,319.70103104847317,330.07940029358065,0,-10.380717898127955,0.5574500463782179,-10.938167944506173,0.2518760913335258,0.47946399425882563,0.09129660963334939,-78.97366875378437,8.992535626397668,-56.44644051916886,-9.7132734641051,0.0024917184690255545,-0.01856380486469609,-3.3522774613497357
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,316.6024970018608,0.0,-10.776686435849992,-10.554367057574543,-12.214818333516963,-9.543439894797112,-10.102667777130236,-11.397404285480118,-11.01142113306227,-23.950498976813495,-14.950438438784508,-31.5880126953125,-0.10776686435849991,-0.10776686435849996,-0.10554367057574546,-0.12214818333516964,-0.09543439894797112,-0.10102667777130235,-0.11397404285480113,-0.11011421133062273,-0.12851977245464336,-0.2006358639008592,-0.23950498976813497,4.36540836696571,9.304685886715944,13.393217967861986,16.69382065968321,19.299552207830857,21.35419204817812,23.003611859438735,29.686722948615355,32.53204618518372,22.30017448911964,313.75964176908064,326.44996328905034,0,-12.692495376708905,-1.403461945762185,-11.28903343094672,0.13960861518932555,0.17154306722823612,-0.06564438759281119,-100.0,12.33592996475298,-176.55909412994782,-10.838208320813294,-0.10776686435849996,0.0024917184690255545,-9.813523567719205
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,304.58180867994406,0.0,-6.00785299812876,-16.13709195484361,-15.928129198001306,-17.488823002179544,-14.97793705308169,-15.503567346319691,-16.7205179885348,-29.89459987535582,-22.177935698652597,-46.5419921875,-0.0600785299812876,-0.060078529981287654,-0.1613709195484361,-0.15928129198001303,-0.1748882300217955,-0.1497793705308169,-0.15503567346319694,-0.16720517988534805,-0.1718232427911921,-0.23498239039117588,-0.29894599875355826,2.29531850102299,5.836757000356442,9.150849902754942,12.064854558975028,14.531916888234946,16.593388583866002,18.327650653899468,25.96309242919469,30.600719318556614,21.813438027034167,306.13431339294806,321.8384850694332,1,-15.706183811274741,-3.533720304262417,-12.172463507012324,0.09633810931401068,0.14269252093182092,-0.14402087731514268,-91.63265480279067,14.6402074994005,-225.65372446719684,-13.317419003217651,-0.060078529981287654,-0.10776686435849996,-11.68667606364022
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,299.2468050365729,14.605615596460364,3.890683553533014,-2.3509159931143775,-12.874251584016182,-12.657158747560404,-14.27857420889882,-11.669997633131446,-12.216078537740849,-26.76494621143063,-21.419453088038264,-45.718994140625,0.03890683553533014,0.03890683553533025,-0.023509159931143764,-0.1287425158401619,-0.12657158747560407,-0.14278574208898823,-0.11669997633131446,-0.12216078537740845,-0.16299511586989576,-0.16078911891648986,-0.26764946211430624,38.055267033152724,29.744485933171404,27.729746046120184,27.384997222547213,27.596480326752868,27.993606197707166,28.44578044195144,31.56152021567864,33.09885805289893,22.855437990189102,301.26349579763877,318.3300046215817,1,-17.068371323190377,-3.9167262529424427,-13.151645070247934,0.11008394816083522,0.135592921015382,0.0965502157837284,-78.56752192184551,14.574312645313766,-167.3233167511785,-14.557380676269531,0.03890683553533025,-0.060078529981287654,-7.711503907817626
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,295.7534545513831,31.251677606431254,4.268162514326268,8.324906764842254,1.8169056060504785,-9.155583049798944,-8.929224338276276,-10.61984444653703,-7.899929583205245,-23.70226357857096,-16.420428947470445,-28.05999755859375,0.04268162514326268,0.04268162514326275,0.08324906764842253,0.018169056060504892,-0.09155583049798949,-0.08929224338276275,-0.10619844446537027,-0.07899929583205251,-0.0939458265488422,-0.10503291526775983,-0.23702263578570956,66.2290946428624,51.00902247767383,44.86398413622926,41.82423001486702,40.11568911886521,39.067494355354484,38.387817535939824,37.346697146181164,35.81965248098351,24.028594552151915,298.9443418843602,315.94918912082215,1,-17.006571274823102,-3.083940963660135,-13.922630311162967,0.26196679238814874,0.21429851405836767,0.18778950161195532,-62.94908962424471,14.612003576459431,-112.02453629686538,-14.818565955528868,0.04268162514326275,0.03890683553533025,-3.9019189857576424
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,293.5188215758638,47.29714328401664,2.8470732229305185,7.236753449313338,11.408996179108533,4.715707461976804,-6.569175980282416,-6.336372670496216,-8.075125971160734,-18.670989559520613,-14.80543463177254,-20.69500732421875,0.028470732229305185,0.02847073222930523,0.07236753449313339,0.11408996179108533,0.047157074619767994,-0.06569175980282417,-0.0633637267049621,-0.08075125971160733,-0.07219165067865363,-0.05478230514364027,-0.18670989559520615,79.31560209547821,62.76641522812403,54.80149156025232,50.39908645766548,47.66792908606337,45.827736515033735,44.515714881576194,41.05950684579197,37.642297745119656,24.836840762065975,298.2355209198793,314.34828663892677,0,-16.114361629496443,-1.753385054666781,-14.360976574829662,0.31521000358414847,0.32964629108978255,0.301684407166967,-50.24521721010538,14.75373480532734,-68.63418930512552,-15.378829760429142,0.02847073222930523,0.04268162514326275,-1.590326280371498
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,291.4410821018551,30.055375928040025,-3.733137995621494,-0.9923499449393525,3.233457461026079,7.249944612205739,0.8065255993298992,-10.057077571384742,-9.832965130411232,-19.553174662037353,-21.9991540257077,2.266998291015625,-0.03733137995621494,-0.037331379956214904,-0.009923499449393523,0.03233457461026084,0.07249944612205737,0.008065255993298949,-0.10057077571384744,-0.09832965130411231,-0.09377622779638148,-0.10852524498373944,-0.19553174662037348,38.78230140523726,42.253855232921254,41.388448635089404,40.36890028801397,39.58850481456019,39.0171716438094,38.59900482519046,37.821154712163626,36.209355566812135,24.479776087688506,295.9452867819652,312.0520431118535,1,-16.108233668207276,-1.3978056747020915,-14.710427993505185,0.28686525974296617,0.29573504304687764,0.29617565427017944,-65.13169210211224,14.408172540919113,-80.53143676876243,-15.6257531581781,-0.037331379956214904,0.02847073222930523,-3.9562331372543724
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,290.52174799288963,41.13195024402951,2.4912706601556422,-1.3348699070538816,1.4741985921919554,5.805282298216885,9.921831015362814,3.317888995108298,-7.816355934034092,-16.155501367086032,-20.853370013022975,26.212982177734375,0.024912706601556422,0.024912706601556527,-0.01334869907053879,0.014741985921919555,0.05805282298216893,0.09921831015362807,0.03317888995108298,-0.07816355934034094,-0.06542191641713063,-0.11985842024758052,-0.1615550136708604,63.046387085852444,56.08408556107012,51.54673407874607,48.585720451904905,46.56994017573113,45.128961087830035,44.058089851351,41.02285724420826,37.78165451077536,25.182293661300434,295.0933948927326,310.4487798814905,0,-15.356752592920145,-0.5170596795319682,-14.839692913388177,0.3429580773652204,0.28195325931490506,0.37232089210288094,-54.00218120245206,13.897886091452815,-70.23663563020702,-15.506902645795776,0.024912706601556527,-0.037331379956214904,-1.8973728786446453
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,287.82194119423883,18.93100708360264,-5.375884988044987,-3.0185421733202045,-6.638993824155626,-3.980937616664648,0.11731201058844398,4.0125598032237475,-2.236361889344707,-21.600206384098186,-25.265237624526605,0.321990966796875,-0.05375884988044988,-0.053758849880449835,-0.03018542173320208,-0.06638993824155623,-0.03980937616664646,0.0011731201058843464,0.040125598032237426,-0.022363618893447096,-0.1417801268079821,-0.14351878933736173,-0.21600206384098186,22.89926550498015,31.252693647916914,34.11243249539406,35.183071105554376,35.63918668537406,35.85656073907924,35.97384912381746,36.56173357414045,35.76692780440102,24.66636041513317,291.97071721542517,307.8078324821382,0,-15.838381311588137,-0.7989507185599685,-15.039430593028168,0.2196665309216546,0.26723382257693706,0.277314597363621,-72.64697481375548,14.237099423790358,-89.00137824320603,-15.949647756723266,-0.053758849880449835,0.024912706601556527,-5.1287770614782
2015-01-11,274.6080017089844,279.63800048828125,265.03900146484375,265.6600036621094,285.2248676006478,2.616158984861647,-3.324643248414827,-8.52179923916222,-6.242829663169191,-9.74291421263298,-7.17322889138342,-3.211231443665996,0.5545132562224442,-24.644436819084603,-37.2793999559198,-20.52899169921875,-0.03324643248414827,-0.03324643248414823,-0.08521799239162223,-0.06242829663169187,-0.09742914212632979,-0.07173228891383422,-0.03211231443665996,0.005545132562224346,-0.15461939529650023,-0.199544377871201,-0.24644436819084606,13.120661645103056,22.505942114979362,26.989823640083543,29.275677737749135,30.596177591876042,31.44553556553319,32.041796756394376,34.22795602428296,34.649624571450644,24.369318922651814,287.92291513029966,304.685771088062,1,-16.76402800553359,-1.3796779300043376,-15.384350075529252,0.2096578665361389,0.2225973543361214,0.22813025194196132,-87.18939814940755,14.28535270374331,-105.62536528097155,-17.344448383037843,-0.03324643248414823,-0.053758849880449835,-6.932163182794883
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,283.0719424686989,6.430557478111025,0.804030075540374,-2.5473443044961352,-7.7862869924818945,-5.4889938156854505,-9.01722009759628,-6.426873733517125,-2.4330206347279115,-22.90889856175321,-36.35043452199099,-26.541015625,0.00804030075540374,0.00804030075540367,-0.02547344304496133,-0.0778628699248189,-0.05488993815685455,-0.09017220097596278,-0.06426873733517129,-0.02433020634727913,-0.14994039021138203,-0.19958634547860102,-0.2290889856175321,27.581066388680625,29.43222239758545,31.451577761025263,32.58378477403144,33.24627446175293,33.67121575233061,33.97024093193065,35.263076702176036,35.13912792069988,24.585187938058283,284.82646510875117,301.95319471044513,0,-17.127814648340916,-1.394771658249331,-15.733042990091585,0.21897789378675764,0.2549127264100042,0.26255225060235254,-83.789391154308,13.314371106265035,-100.76906086179531,-19.711634122408327,0.00804030075540367,-0.03324643248414823,-5.999663194219662
